company_name,quote_id,description,qty,unit_price,filter_efficiency,dimensions,item_type,Length,Height,Gutter,Depth,Pockets,Date
CARRIER,17147.0,Filtros MV/G4 610.610.48,24.0,7.75,G4,610.610.48,standard_filter,610.0,610.0,48.0,,,2017-11-22 16:09:38
CFMTFA,21188.0,Filtros MV/G4.592.592.45,10.0,8.5,G4,592.592.45,standard_filter,592.0,592.0,45.0,,,2021-10-26 12:34:24
CFMTFA,21188.0,Filtros M6/PL.525.585.25,2.0,32.5,M6,525.585.25,standard_filter,525.0,585.0,25.0,,,2021-10-26 12:34:24
CIMAI,18416.0,Filtros MV/G4.592.592.48,12.0,7.75,G4,592.592.48,standard_filter,592.0,592.0,48.0,,,2018-04-19 12:08:14
CIMAI,18416.0,Filtros MV/G4.755.580.45,2.0,9.25,G4,755.580.45,standard_filter,755.0,580.0,45.0,,,2018-04-19 12:08:14
CIMAI,18416.0,Filtros MV/G4.970.680.48,4.0,12.5,G4,970.680.48,standard_filter,970.0,680.0,48.0,,,2018-04-19 12:08:14
CISEC,17035.0,"Filtro MV/G4 980.780.1452,5,5",1.0,32.0,G4,980.780.1452,standard_filter,980.0,780.0,1452.0,,,2017-08-27 11:10:30
CISEC,17035.0,Filtro MV/G4 535.475.45,1.0,9.0,G4,535.475.45,standard_filter,535.0,475.0,45.0,,,2017-08-27 11:10:30
CISEC,17035.0,Filtro MV/G4 720.580.95,1.0,12.0,G4,720.580.95,standard_filter,720.0,580.0,95.0,,,2017-08-27 11:10:30
CISEC,17035.0,Filtro MV/G4 310.450.45,1.0,8.0,G4,310.450.45,standard_filter,310.0,450.0,45.0,,,2017-08-27 11:10:30
CISEC,17035.0,Filtro MV/G4 690.590.45,1.0,9.95,G4,690.590.45,standard_filter,690.0,590.0,45.0,,,2017-08-27 11:10:30
CISEC,17035.0,Filtro MV/G4 585.520.98,1.0,11.0,G4,585.520.98,standard_filter,585.0,520.0,98.0,,,2017-08-27 11:10:30
CISEC,17035.0,Filtro MV/G4 1020.540.45,1.0,12.0,G4,1020.540.45,standard_filter,1020.0,540.0,45.0,,,2017-08-27 11:10:30
CISEC,17035.0,Filtros TPC INOX 500.495.45,6.0,52.5,,500.495.45,standard_filter,500.0,495.0,45.0,,,2017-08-27 11:10:30
CISEC,17035.0,Filtros H13 610.610.292,6.0,155.0,H13,610.610.292,standard_filter,610.0,610.0,292.0,,,2017-08-27 11:10:30
CISEC,17035.0,Filtros H13 610.305.292,2.0,105.0,H13,610.305.292,standard_filter,610.0,305.0,292.0,,,2017-08-27 11:10:30
CISEC,17150.0,Filtros MP/G4 760.490.15,8.0,12.95,G4,760.490.15,standard_filter,760.0,490.0,15.0,,,2017-11-24 16:37:17
CISEC,17150.0,Filtros MP/G4 770.840.15,4.0,14.5,G4,770.840.15,standard_filter,770.0,840.0,15.0,,,2017-11-24 16:37:17
CISEC,17150.0,Filtros MP/G4 690.655.20,1.0,14.2,G4,690.655.20,standard_filter,690.0,655.0,20.0,,,2017-11-24 16:37:17
CISEC,18404.0,Filtros MP/G3.1450.230.9,1.0,15.5,G3,1450.230.9,standard_filter,1450.0,230.0,9.0,,,2018-04-17 15:01:40
CISEC,18404.0,Filtros MP/G3.1450.225.9,1.0,15.25,G3,1450.225.9,standard_filter,1450.0,225.0,9.0,,,2018-04-17 15:01:40
CISEC,18404.0,Filtros MP/G3.610.200.9,2.0,12.5,G3,610.200.9,standard_filter,610.0,200.0,9.0,,,2018-04-17 15:01:40
CISEC,18404.0,Filtros MP/G3.830.200.9,1.0,14.15,G3,830.200.9,standard_filter,830.0,200.0,9.0,,,2018-04-17 15:01:40
CISEC,18404.0,Filtros MP/G3.1450.230.5,1.0,17.5,G3,1450.230.5,standard_filter,1450.0,230.0,5.0,,,2018-04-17 15:01:40
CISEC,18404.0,Filtros MP/G3.1300.350.5,1.0,16.25,G3,1300.350.5,standard_filter,1300.0,350.0,5.0,,,2018-04-17 15:01:40
CISEC,18404.0,Filtros MP/G3.250.205.9,1.0,10.5,G3,250.205.9,standard_filter,250.0,205.0,9.0,,,2018-04-17 15:01:40
CISEC,18404.0,Filtros MP/G3.750.230.9,1.0,14.1,G3,750.230.9,standard_filter,750.0,230.0,9.0,,,2018-04-17 15:01:40
CISEC,18404.0,Filtros MP/G3.575.225.9,2.0,18.0,G3,575.225.9,standard_filter,575.0,225.0,9.0,,,2018-04-17 15:01:40
CISEC,18404.0,Filtros MP/G3.380.225.9,2.0,17.0,G3,380.225.9,standard_filter,380.0,225.0,9.0,,,2018-04-17 15:01:40
CISEC,18448.0,Filtros MP/G4.905.109.10,20.0,7.25,G4,905.109.10,standard_filter,905.0,109.0,10.0,,,2018-05-13 21:32:40
CISEC,18448.0,Filtros MP/G4.505.109.10,8.0,5.95,G4,505.109.10,standard_filter,505.0,109.0,10.0,,,2018-05-13 21:32:40
CISEC,18448.0,Filtros MP/G4.1105.109.10,8.0,7.5,G4,1105.109.10,standard_filter,1105.0,109.0,10.0,,,2018-05-13 21:32:40
CISEC,18448.0,Filtros MP/G4.290.310.10,1.0,4.75,G4,290.310.10,standard_filter,290.0,310.0,10.0,,,2018-05-13 21:32:40
CISEC,18448.0,Filtros MP/G4.605.210.10,10.0,6.15,G4,605.210.10,standard_filter,605.0,210.0,10.0,,,2018-05-13 21:32:40
CISEC,18448.0,Filtros MP/G4.480.215.10,6.0,5.5,G4,480.215.10,standard_filter,480.0,215.0,10.0,,,2018-05-13 21:32:40
CISEC,18448.0,Filtros MV/G4.700.595.48,2.0,10.5,G4,700.595.48,standard_filter,700.0,595.0,48.0,,,2018-05-13 21:32:40
CISEC,18448.0,Filtros MV/G4.800.800.48,2.0,12.5,G4,800.800.48,standard_filter,800.0,800.0,48.0,,,2018-05-13 21:32:40
CISEC,18448.0,Filtros TPCINOX 500.500.20,5.0,45.5,,500.500.20,standard_filter,500.0,500.0,20.0,,,2018-05-13 21:32:40
CISEC,18448.0,Filtros MV/G4.490.425.45,1.0,7.5,G4,490.425.45,standard_filter,490.0,425.0,45.0,,,2018-05-13 21:32:40
CISEC,18448.0,Filtros MV/G4.535.435.45,1.0,7.75,G4,535.435.45,standard_filter,535.0,435.0,45.0,,,2018-05-13 21:32:40
CISEC,18448.0,Filtros MV/G4.485.420.45,1.0,7.5,G4,485.420.45,standard_filter,485.0,420.0,45.0,,,2018-05-13 21:32:40
CM Seixal,18410.0,Filtros MV/G4.592.592.48,45.0,7.75,G4,592.592.48,standard_filter,592.0,592.0,48.0,,,2018-04-18 20:50:09
CM Seixal,18410.0,Filtros MV/G4.287.592.48,10.0,6.0,G4,287.592.48,standard_filter,287.0,592.0,48.0,,,2018-04-18 20:50:09
CM Seixal,18410.0,Filtros F9/RG.592.592.292,28.0,57.5,F9,592.592.292,standard_filter,592.0,592.0,292.0,,,2018-04-18 20:50:09
CM Seixal,18410.0,Filtros F9/RG.592.287.292,8.0,37.5,F9,592.287.292,standard_filter,592.0,287.0,292.0,,,2018-04-18 20:50:09
CME,19833.0,Filtros MP/G3.850.230.5,152.0,5.95,G3,850.230.5,standard_filter,850.0,230.0,5.0,,,2019-01-31 19:03:10
CME,19833.0,Filtros MP/G3.1300.230.5,2.0,9.85,G3,1300.230.5,standard_filter,1300.0,230.0,5.0,,,2019-01-31 19:03:10
Carrier,18481.0,Filtros MV/G4.470.380.48,2.0,7.25,G4,470.380.48,standard_filter,470.0,380.0,48.0,,,2018-06-06 09:32:19
Carrier,18481.0,Filtros MV/G4.508.381.48,4.0,7.5,G4,508.381.48,standard_filter,508.0,381.0,48.0,,,2018-06-06 09:32:19
Carrier,18773.0,Filtros F7/PL.610.610.48,8.0,29.5,F7,610.610.48,standard_filter,610.0,610.0,48.0,,,2018-12-06 23:40:20
Carrier,18773.0,Filtros F7/PL.610.305.48,4.0,22.5,F7,610.305.48,standard_filter,610.0,305.0,48.0,,,2018-12-06 23:40:20
Carrier,19842.0,Filtros MV/G4.730.823.48,12.0,12.5,G4,730.823.48,standard_filter,730.0,823.0,48.0,,,2019-02-06 19:21:05
Carrier,19842.0,Filtros MV/G4.823.880.48,12.0,12.99,G4,823.880.48,standard_filter,823.0,880.0,48.0,,,2019-02-06 19:21:05
CascaiShopping,21175.0,Filtros MV/G4.594.594.95,2.0,12.75,G4,594.594.95,standard_filter,594.0,594.0,95.0,,,2021-09-02 15:58:37
CascaiShopping,21175.0,Filtros MV/G4.298.594.95,3.0,10.5,G4,298.594.95,standard_filter,298.0,594.0,95.0,,,2021-09-02 15:58:37
CascaiShopping,21175.0,Filtros F7/RG.592.592.292,2.0,62.5,F7,592.592.292,standard_filter,592.0,592.0,292.0,,,2021-09-02 15:58:37
CascaiShopping,21175.0,Filtros F7/RG.592.287.292,3.0,47.5,F7,592.287.292,standard_filter,592.0,287.0,292.0,,,2021-09-02 15:58:37
Cascaisopping,21132.0,Filtros MV/M5.970.680.48,4.0,22.75,M5,970.680.48,standard_filter,970.0,680.0,48.0,,,2021-06-11 16:32:38
Cascaisopping,21132.0,Filtros MV/M5.740.535.48,2.0,17.5,M5,740.535.48,standard_filter,740.0,535.0,48.0,,,2021-06-11 16:32:38
Cascaisopping,21132.0,Filtros MV/M5.655.530.48,4.0,15.5,M5,655.530.48,standard_filter,655.0,530.0,48.0,,,2021-06-11 16:32:38
Cascaisopping,21132.0,Filtros MV/M5.680.660.48,4.0,18.5,M5,680.660.48,standard_filter,680.0,660.0,48.0,,,2021-06-11 16:32:38
Cascaisopping,21132.0,Filtros MV/M5.655.575.48,4.0,16.5,M5,655.575.48,standard_filter,655.0,575.0,48.0,,,2021-06-11 16:32:38
Centauro,18489.0,Filtros F7/PL.506.540.48,10.0,27.5,F7,506.540.48,standard_filter,506.0,540.0,48.0,,,2018-06-11 18:41:05
Centauro,18489.0,Filtros MV/G4.506.540.45,10.0,7.25,G4,506.540.45,standard_filter,506.0,540.0,45.0,,,2018-06-11 18:41:05
Centro de Medicina Subaquática e Hiperbárica,18644.0,Filtros F9/RG.592.592.292,4.0,62.5,F9,592.592.292,standard_filter,592.0,592.0,292.0,,,2018-09-17 16:46:15
Centro de Medicina Subaquática e Hiperbárica,18644.0,Filtros F9/RG.592.287.292,4.0,42.5,F9,592.287.292,standard_filter,592.0,287.0,292.0,,,2018-09-17 16:46:15
Centro de Medicina Subaquática e Hiperbárica,18644.0,Filtros MV/M5.287.592.48,4.0,12.5,M5,287.592.48,standard_filter,287.0,592.0,48.0,,,2018-09-17 16:46:15
Centro de Medicina Subaquática e Hiperbárica,18644.0,Filtros MV/M5.592.592.48,4.0,17.5,M5,592.592.48,standard_filter,592.0,592.0,48.0,,,2018-09-17 16:46:15
Centro de Medicina Subaquática e Hiperbárica,18644.0,Filtros MV/M5.305.370.48,1.0,10.5,M5,305.370.48,standard_filter,305.0,370.0,48.0,,,2018-09-17 16:46:15
Centro de Medicina Subaquática e Hiperbárica,18644.0,Filtros MP/G3.190.1395.8,1.0,21.5,G3,190.1395.8,standard_filter,190.0,1395.0,8.0,,,2018-09-17 16:46:15
Centro de Medicina Subaquática e Hiperbárica,18644.0,Filtros MP/G3.190.945.8,1.0,15.5,G3,190.945.8,standard_filter,190.0,945.0,8.0,,,2018-09-17 16:46:15
Centro de Medicina Subaquática e Hiperbárica,18644.0,Filtros MP/G3.190.565.8,1.0,10.5,G3,190.565.8,standard_filter,190.0,565.0,8.0,,,2018-09-17 16:46:15
Centro de Medicina Subaquática e Hiperbárica,18644.0,Filtros MP/G3.200.850.5,1.0,14.5,G3,200.850.5,standard_filter,200.0,850.0,5.0,,,2018-09-17 16:46:15
Centro de Medicina Subaquática e Hiperbárica,18644.0,Filtros MP/G3.190.1095.8,7.0,15.75,G3,190.1095.8,standard_filter,190.0,1095.0,8.0,,,2018-09-17 16:46:15
Certifiltra,18517.0,Filtros M5/PL.592.592.48,1.0,27.5,M5,592.592.48,standard_filter,592.0,592.0,48.0,,,2018-06-22 16:57:02
Certifiltra,18517.0,Filtros F9.RG.592.592.292,1.0,47.5,F9,592.592.292,standard_filter,592.0,592.0,292.0,,,2018-06-22 16:57:02
Certifiltra,18517.0,Filtros M6/PL.592.592.48,2.0,29.5,M6,592.592.48,standard_filter,592.0,592.0,48.0,,,2018-06-22 16:57:02
Certifiltra,18517.0,Filtros F9/RG.592.287.292,2.0,35.5,F9,592.287.292,standard_filter,592.0,287.0,292.0,,,2018-06-22 16:57:02
Certifiltra,18554.0,Filtros MV/G4.592.592.45,14.0,8.0,G4,592.592.45,standard_filter,592.0,592.0,45.0,,,2018-07-11 22:02:36
Certifiltra,18554.0,Filtros MV/G4.592.287.45,16.0,5.75,G4,592.287.45,standard_filter,592.0,287.0,45.0,,,2018-07-11 22:02:36
Certifiltra,18599.0,Filtros MV/G4.592.592.45,14.0,7.5,G4,592.592.45,standard_filter,592.0,592.0,45.0,,,2018-08-10 15:59:03
Certifiltra,18599.0,Filtros MV/G4.592.287.45,16.0,5.75,G4,592.287.45,standard_filter,592.0,287.0,45.0,,,2018-08-10 15:59:03
Certifiltra,18599.0,Filtros MV/G4.592.592.45,14.0,7.5,G4,592.592.45,standard_filter,592.0,592.0,45.0,,,2018-08-10 15:59:03
Certifiltra,18599.0,Filtros MV/G4.592.287.45,16.0,5.75,G4,592.287.45,standard_filter,592.0,287.0,45.0,,,2018-08-10 15:59:03
Certifiltra,18614.0,Filtro F9/RG.592.592.292,1.0,57.5,F9,592.592.292,standard_filter,592.0,592.0,292.0,,,2018-08-22 12:13:54
Certifiltra,18614.0,Filtro F9/RG.592.287.292,1.0,42.5,F9,592.287.292,standard_filter,592.0,287.0,292.0,,,2018-08-22 12:13:54
Certifiltra,18614.0,Filtro M6/PL.592.287.48,1.0,25.5,M6,592.287.48,standard_filter,592.0,287.0,48.0,,,2018-08-22 12:13:54
Certifiltra,18614.0,Filtro M6/PL.592.592.48,1.0,32.5,M6,592.592.48,standard_filter,592.0,592.0,48.0,,,2018-08-22 12:13:54
Certifiltra,18614.0,Filtro F9/RG.592.592.292,1.0,57.5,F9,592.592.292,standard_filter,592.0,592.0,292.0,,,2018-08-22 12:13:54
Certifiltra,18614.0,Filtro F9/RG.592.287.292,1.0,42.5,F9,592.287.292,standard_filter,592.0,287.0,292.0,,,2018-08-22 12:13:54
Certifiltra,18614.0,Filtro M6/PL.592.287.48,1.0,25.5,M6,592.287.48,standard_filter,592.0,287.0,48.0,,,2018-08-22 12:13:54
Certifiltra,18614.0,Filtro M6/PL.592.592.48,1.0,32.5,M6,592.592.48,standard_filter,592.0,592.0,48.0,,,2018-08-22 12:13:54
Certifiltra,18618.0,Filtros F9/RG.592.592.292,8.0,52.5,F9,592.592.292,standard_filter,592.0,592.0,292.0,,,2018-08-28 11:34:21
Certifiltra,18618.0,Filtros F9/RG.592.287.292,7.0,37.5,F9,592.287.292,standard_filter,592.0,287.0,292.0,,,2018-08-28 11:34:21
Certifiltra,18618.0,Filtros F9/RG.592.592.292,8.0,52.5,F9,592.592.292,standard_filter,592.0,592.0,292.0,,,2018-08-28 11:34:21
Certifiltra,18618.0,Filtros F9/RG.592.287.292,7.0,37.5,F9,592.287.292,standard_filter,592.0,287.0,292.0,,,2018-08-28 11:34:21
Certifiltra,18670.0,Filtros MP/G3.633.200.3,70.0,6.25,G3,633.200.3,standard_filter,633.0,200.0,3.0,,,2018-10-10 14:26:48
Cimai,18433.0,Filtros MP/G4. 500.630.25,12.0,6.25,G4,500.630.25,standard_filter,500.0,630.0,25.0,,,2018-05-01 19:35:08
Cimai,18433.0,Filtros MP/G4.400.630.25,4.0,5.95,G4,400.630.25,standard_filter,400.0,630.0,25.0,,,2018-05-01 19:35:08
Cimai,18433.0,Filtros MV/G4.614.545.50,1.0,9.15,G4,614.545.50,standard_filter,614.0,545.0,50.0,,,2018-05-01 19:35:08
Cisec,17050.0,Filtros MV/G4 610.405.48,1.0,10.5,G4,610.405.48,standard_filter,610.0,405.0,48.0,,,2017-08-30 15:17:54
Cisec,17050.0,Filtros MV/G4 530.475.48,1.0,10.5,G4,530.475.48,standard_filter,530.0,475.0,48.0,,,2017-08-30 15:17:54
Cisec,17050.0,Filtros MV/G4 455.405.48,2.0,8.5,G4,455.405.48,standard_filter,455.0,405.0,48.0,,,2017-08-30 15:17:54
Cisec,17050.0,Filtros MV/G4 592.592.48,5.0,10.5,G4,592.592.48,standard_filter,592.0,592.0,48.0,,,2017-08-30 15:17:54
Cisec,17050.0,Filtros MV/G4 420.420.40,1.0,9.0,G4,420.420.40,standard_filter,420.0,420.0,40.0,,,2017-08-30 15:17:54
Cisec,17050.0,Filtros MV/G4 730.582.85,1.0,15.5,G4,730.582.85,standard_filter,730.0,582.0,85.0,,,2017-08-30 15:17:54
Cisec,17050.0,Filtros MV/G4 410.660.150,2.0,42.5,G4,410.660.150,standard_filter,410.0,660.0,150.0,,,2017-08-30 15:17:54
Cisec,17050.0,Filtros MV/G4 275.650.150,3.0,35.0,G4,275.650.150,standard_filter,275.0,650.0,150.0,,,2017-08-30 15:17:54
Cisec,17050.0,Filtros MV/G4 535.473.48,1.0,10.0,G4,535.473.48,standard_filter,535.0,473.0,48.0,,,2017-08-30 15:17:54
Cisec,17050.0,Filtros MV/G4 236.580.98,3.0,14.5,G4,236.580.98,standard_filter,236.0,580.0,98.0,,,2017-08-30 15:17:54
Cisec,17050.0,Filtros MV/G4 287.390.45,1.0,9.0,G4,287.390.45,standard_filter,287.0,390.0,45.0,,,2017-08-30 15:17:54
Cisec,17099.0,Filtros F7/RG 592.592.292,4.0,59.5,F7,592.592.292,standard_filter,592.0,592.0,292.0,,,2017-10-11 09:46:08
Cisec,17099.0,Filtros MV/G4 592.592.45,4.0,7.5,G4,592.592.45,standard_filter,592.0,592.0,45.0,,,2017-10-11 09:46:08
Cisec,17099.0,Filtros MV/G4 287.592.45,2.0,6.0,G4,287.592.45,standard_filter,287.0,592.0,45.0,,,2017-10-11 09:46:08
Cisec,17099.0,Filtros MV/G4 592.592.45,4.0,7.5,G4,592.592.45,standard_filter,592.0,592.0,45.0,,,2017-10-11 09:46:08
Cisec,17099.0,Filtros F7/RG 592.592.292,4.0,59.5,F7,592.592.292,standard_filter,592.0,592.0,292.0,,,2017-10-11 09:46:08
Cisec,17099.0,Filtros F7/RG 287.592.292,2.0,37.5,F7,287.592.292,standard_filter,287.0,592.0,292.0,,,2017-10-11 09:46:08
Cisec,17103.0,Filtros MV/G4 485.420.45,1.0,9.5,G4,485.420.45,standard_filter,485.0,420.0,45.0,,,2017-10-12 16:45:05
Cisec,17103.0,Filtros MV/G4 585.520.98,1.0,12.99,G4,585.520.98,standard_filter,585.0,520.0,98.0,,,2017-10-12 16:45:05
Cisec,17113.0,Filtros MV/G4 495.495.48,9.0,7.0,G4,495.495.48,standard_filter,495.0,495.0,48.0,,,2017-10-18 15:14:31
Cisec,17113.0,Filtros MV/G4 630.930.48,1.0,11.5,G4,630.930.48,standard_filter,630.0,930.0,48.0,,,2017-10-18 15:14:31
Cisec,17113.0,Filtros MV/G4 1100.650.48,1.0,19.5,G4,1100.650.48,standard_filter,1100.0,650.0,48.0,,,2017-10-18 15:14:31
Cisec,17113.0,Filtros MV/G4 1100.750.48,2.0,21.5,G4,1100.750.48,standard_filter,1100.0,750.0,48.0,,,2017-10-18 15:14:31
Cisec,17113.0,Filtros MP/G4 1147.285.15,2.0,15.5,G4,1147.285.15,standard_filter,1147.0,285.0,15.0,,,2017-10-18 15:14:31
Cisec,17113.0,Filtros MP/G4 540.540.20,6.0,7.0,G4,540.540.20,standard_filter,540.0,540.0,20.0,,,2017-10-18 15:14:31
Cisec,17113.0,Filtros MP/G4 530.530.15,6.0,7.0,G4,530.530.15,standard_filter,530.0,530.0,15.0,,,2017-10-18 15:14:31
Cisec,17121.0,Filtros MV/G4 592.592.48,48.0,7.5,G4,592.592.48,standard_filter,592.0,592.0,48.0,,,2017-11-03 17:36:28
Cisec,17121.0,Filtros MV/G4 287.592.48,12.0,6.0,G4,287.592.48,standard_filter,287.0,592.0,48.0,,,2017-11-03 17:36:28
Cisec,17121.0,Filtros F9/RG 592.592.292,48.0,59.5,F9,592.592.292,standard_filter,592.0,592.0,292.0,,,2017-11-03 17:36:28
Cisec,17121.0,Filtros F9/RG 592.287.292,12.0,39.5,F9,592.287.292,standard_filter,592.0,287.0,292.0,,,2017-11-03 17:36:28
Cisec,17121.0,Filtros M6/PL 592.592.48,48.0,27.5,M6,592.592.48,standard_filter,592.0,592.0,48.0,,,2017-11-03 17:36:28
Cisec,17121.0,Filtros M6/PL 592.287.48,12.0,22.5,M6,592.287.48,standard_filter,592.0,287.0,48.0,,,2017-11-03 17:36:28
Cisec,17125.0,Filtros MV/G4.420.485.48,2.0,10.5,G4,420.485.48,standard_filter,420.0,485.0,48.0,,,2017-12-21 17:31:11
Cisec,17125.0,Filtros MV/G4.610.240.48,2.0,9.5,G4,610.240.48,standard_filter,610.0,240.0,48.0,,,2017-12-21 17:31:11
Cisec,17125.0,Filtros MV/G4.710.580.95,1.0,17.5,G4,710.580.95,standard_filter,710.0,580.0,95.0,,,2017-12-21 17:31:11
Cisec,17125.0,Filtros MV/G4.570.418.48,3.0,11.5,G4,570.418.48,standard_filter,570.0,418.0,48.0,,,2017-12-21 17:31:11
Cisec,17125.0,Filtros F8/RG.592.592.292,1.0,67.5,F8,592.592.292,standard_filter,592.0,592.0,292.0,,,2017-12-21 17:31:11
Cisec,17125.0,Filtros TPC2.670.640.25,1.0,32.5,,670.640.25,standard_filter,670.0,640.0,25.0,,,2017-12-21 17:31:11
Cisec,17125.0,Filtros MV/G4.597.597.51,1.0,22.5,G4,597.597.51,standard_filter,597.0,597.0,51.0,,,2017-12-21 17:31:11
Cisec,17187.0,Filtros MV/G4.287.592.48,12.0,7.5,G4,287.592.48,standard_filter,287.0,592.0,48.0,,,2017-12-26 15:39:36
Cisec,17187.0,Filtros MV/G4.592.592.48,8.0,10.5,G4,592.592.48,standard_filter,592.0,592.0,48.0,,,2017-12-26 15:39:36
Cisec,17187.0,Filtros MV/G4.1000.600.48,2.0,24.5,G4,1000.600.48,standard_filter,1000.0,600.0,48.0,,,2017-12-26 15:39:36
Cisec,18312.0,Filtros MV/G4.592.592.45,2.0,8.15,G4,592.592.45,standard_filter,592.0,592.0,45.0,,,2018-02-21 16:15:12
Cisec,18312.0,Filtros MV/G4.592.592.45,2.0,8.15,G4,592.592.45,standard_filter,592.0,592.0,45.0,,,2018-02-21 16:15:12
Cisec,18615.0,Filtros F7/RG.592.592.292,19.0,54.5,F7,592.592.292,standard_filter,592.0,592.0,292.0,,,2018-08-23 15:04:03
Cisec,18615.0,Filtros MV/G4.592.592.48,1.0,8.5,G4,592.592.48,standard_filter,592.0,592.0,48.0,,,2018-08-23 15:04:03
Cisec,18615.0,Filtros F7/RG.592.287.292,1.0,31.5,F7,592.287.292,standard_filter,592.0,287.0,292.0,,,2018-08-23 15:04:03
Cisec,18615.0,Filtros F7/RG.592.592.292,19.0,54.5,F7,592.592.292,standard_filter,592.0,592.0,292.0,,,2018-08-23 15:04:03
Cisec,18615.0,Filtros MV/G4.592.592.48,1.0,8.5,G4,592.592.48,standard_filter,592.0,592.0,48.0,,,2018-08-23 15:04:03
Cisec,18615.0,Filtros F7/RG.592.287.292,1.0,31.5,F7,592.287.292,standard_filter,592.0,287.0,292.0,,,2018-08-23 15:04:03
Cisec,18693.0,Filtros MV/G4.1070.750.45,3.0,24.5,G4,1070.750.45,standard_filter,1070.0,750.0,45.0,,,2018-10-18 23:04:38
Cisec,18734.0,Filtros F7/PL.530.265.48,12.0,25.5,F7,530.265.48,standard_filter,530.0,265.0,48.0,,,2018-11-12 17:46:24
Cisec,18749.0,Filtros MP/G4.611.630.25,16.0,10.5,G4,611.630.25,standard_filter,611.0,630.0,25.0,,,2018-11-21 18:02:23
Cisec,18749.0,Filtros MP/G4.720.760.25,4.0,11.5,G4,720.760.25,standard_filter,720.0,760.0,25.0,,,2018-11-21 18:02:23
Cisec,18749.0,Filtros MP/G4.930.650.25,2.0,11.95,G4,930.650.25,standard_filter,930.0,650.0,25.0,,,2018-11-21 18:02:23
Cisec,18749.0,Filtros MV/G4.610.740.45,2.0,10.95,G4,610.740.45,standard_filter,610.0,740.0,45.0,,,2018-11-21 18:02:23
Cisec,18749.0,Filtros MV/G4.630.465.95,8.0,14.5,G4,630.465.95,standard_filter,630.0,465.0,95.0,,,2018-11-21 18:02:23
Cisec,18749.0,Filtros MV/G4.535.450.45,4.0,8.95,G4,535.450.45,standard_filter,535.0,450.0,45.0,,,2018-11-21 18:02:23
Cisec,18749.0,Filtros MP/G4.785.650.25,3.0,11.25,G4,785.650.25,standard_filter,785.0,650.0,25.0,,,2018-11-21 18:02:23
Cisec,18749.0,Filtros MP/G4.605.618.25,2.0,10.35,G4,605.618.25,standard_filter,605.0,618.0,25.0,,,2018-11-21 18:02:23
Cisec,18754.0,Filtros MV/G4.585.500.45,10.0,9.25,G4,585.500.45,standard_filter,585.0,500.0,45.0,,,2018-11-21 19:21:18
Cisec,18754.0,Filtros MV/G4.592.592.45,6.0,9.5,G4,592.592.45,standard_filter,592.0,592.0,45.0,,,2018-11-21 19:21:18
Cisec,18754.0,Filtros MV/G4.390.390.48,3.0,8.5,G4,390.390.48,standard_filter,390.0,390.0,48.0,,,2018-11-21 19:21:18
Cisec,18754.0,Filtros MV/G4.390.490.48,4.0,8.75,G4,390.490.48,standard_filter,390.0,490.0,48.0,,,2018-11-21 19:21:18
Cisec,18754.0,Filtros AR/G2.1220.350.5,1.0,14.5,G2,1220.350.5,standard_filter,1220.0,350.0,5.0,,,2018-11-21 19:21:18
Cisec,18770.0,Filtros F7/PL.265.530.48,12.0,22.5,F7,265.530.48,standard_filter,265.0,530.0,48.0,,,2018-11-30 18:52:11
Cisec,18780.0,Filtros F7/RG.592.592.292,4.0,57.5,F7,592.592.292,standard_filter,592.0,592.0,292.0,,,2018-12-11 08:43:01
Cisec,18780.0,Filtros F7/RG.592.287.292,4.0,39.5,F7,592.287.292,standard_filter,592.0,287.0,292.0,,,2018-12-11 08:43:01
Cisec,18780.0,Filtros F7/RG.592.287.292,1.0,39.5,F7,592.287.292,standard_filter,592.0,287.0,292.0,,,2018-12-11 08:43:01
Cisec,21139.0,Filtro MV/G3.290.595.50,16.0,8.95,G3,290.595.50,standard_filter,290.0,595.0,50.0,,,2021-06-28 16:48:49
Cisec,21139.0,Filtros F9/RG.592.592.292,4.0,67.5,F9,592.592.292,standard_filter,592.0,592.0,292.0,,,2021-06-28 16:48:49
Cisec,21139.0,Filtros F9/RG.592.490.292,4.0,62.5,F9,592.490.292,standard_filter,592.0,490.0,292.0,,,2021-06-28 16:48:49
Cisec,21139.0,Filtros MV/G4.620.815.48,4.0,14.5,G4,620.815.48,standard_filter,620.0,815.0,48.0,,,2021-06-28 16:48:49
Cisec,21139.0,Filtros MV/G4.550.745.48,4.0,12.95,G4,550.745.48,standard_filter,550.0,745.0,48.0,,,2021-06-28 16:48:49
Cisec,21144.0,Filtros F7.592.592.500,2.0,21.5,F7,592.592.500,standard_filter,592.0,592.0,500.0,,,2021-07-05 12:04:40
Cisec,21144.0,Filtros F7.287.287.360,4.0,14.5,F7,287.287.360,standard_filter,287.0,287.0,360.0,,,2021-07-05 12:04:40
Cisec,21144.0,Filtros F7.287.592.500,4.0,15.5,F7,287.592.500,standard_filter,287.0,592.0,500.0,,,2021-07-05 12:04:40
Cisec,21144.0,Filtros F7.287.592.360,4.0,14.5,F7,287.592.360,standard_filter,287.0,592.0,360.0,,,2021-07-05 12:04:40
Cisec,21144.0,Filtros F7.592.592.360,2.0,19.5,F7,592.592.360,standard_filter,592.0,592.0,360.0,,,2021-07-05 12:04:40
